recruitment_fact_id,candidate_id,job_role_id,application_date,recruitment_source,stage,interview_score,offer_status,hired_flag,time_to_hire_days,score_band,fast_hire_flag,time_to_hire_category,high_quality_candidate,offer_accepted,hiring_efficiency_score,source_rank,candidate_status,hiring_delay_flag
6083,CAND006083,24,2024-08-20,CAMPUS,HIRED,1.83,OFFERED,1,28,Poor,0,Normal,0,1,99.45,5.0,Hired,0
6084,CAND006084,34,2024-09-03,LINKEDIN,INTERVIEW,2.04,REJECTED,0,26,Average,0,Normal,0,0,100.0,1.0,Rejected,0
6085,CAND006085,4,2025-08-16,CAMPUS,APPLIED,1.89,HOLD,0,56,Poor,0,Slow,0,0,72.35,5.0,On Hold,1
6086,CAND006086,61,2025-07-02,AGENCY,INTERVIEW,2.5,HOLD,0,22,Average,0,Normal,0,0,100.0,4.0,On Hold,0
6087,CAND006087,94,2024-02-10,LINKEDIN,INTERVIEW,4.59,HOLD,0,34,Excellent,0,Slow,1,0,100.0,1.0,On Hold,1
6088,CAND006088,66,2024-05-30,COMPANY WEBSITE,HIRED,1.44,OFFERED,1,22,Poor,0,Normal,0,1,99.6,3.0,Hired,0
6089,CAND006089,9,2025-04-02,LINKEDIN,INTERVIEW,3.54,HOLD,0,42,Good,0,Slow,0,0,100.0,1.0,On Hold,1
6090,CAND006090,10,2025-10-15,LINKEDIN,HIRED,4.76,OFFERED,1,17,Excellent,0,Normal,1,1,100.0,1.0,Hired,0
6091,CAND006091,13,2025-08-10,COMPANY WEBSITE,HIRED,3.18,OFFERED,1,16,Good,0,Normal,0,1,100.0,3.0,Hired,0
6092,CAND006092,88,2024-12-20,NAUKRI,APPLIED,1.41,REJECTED,0,13,Poor,1,Fast,0,0,100.0,6.0,Rejected,0
6093,CAND006093,82,2024-08-06,REFERRAL,APPLIED,1.47,HOLD,0,50,Poor,0,Slow,0,0,72.05,2.0,On Hold,1
6094,CAND006094,28,2023-01-12,REFERRAL,APPLIED,1.43,HOLD,0,32,Poor,0,Slow,0,0,89.45,2.0,On Hold,1
6095,CAND006095,15,2024-08-02,AGENCY,APPLIED,1.47,REJECTED,0,30,Poor,0,Normal,0,0,92.05,4.0,Rejected,0
6096,CAND006096,89,2025-08-25,COMPANY WEBSITE,INTERVIEW,3.35,REJECTED,0,21,Good,0,Normal,0,0,100.0,3.0,Rejected,0
6097,CAND006097,96,2024-06-17,CAMPUS,HIRED,2.29,OFFERED,1,35,Average,0,Slow,0,1,99.35,5.0,Hired,1
6098,CAND006098,2,2025-03-20,COMPANY WEBSITE,INTERVIEW,4.77,HOLD,0,19,Excellent,0,Normal,1,0,100.0,3.0,On Hold,0
6099,CAND006099,15,2025-08-23,LINKEDIN,APPLIED,1.9,REJECTED,0,47,Poor,0,Slow,0,0,81.5,1.0,Rejected,1
6100,CAND006100,69,2025-12-03,LINKEDIN,INTERVIEW,4.21,HOLD,0,49,Excellent,0,Slow,1,0,100.0,1.0,On Hold,1
6101,CAND006101,39,2023-07-24,AGENCY,HIRED,2.94,OFFERED,1,14,Average,1,Fast,0,1,100.0,4.0,Hired,0
6102,CAND006102,41,2023-05-12,AGENCY,INTERVIEW,2.68,HOLD,0,27,Average,0,Normal,0,0,100.0,4.0,On Hold,0
6103,CAND006103,70,2023-08-08,COMPANY WEBSITE,APPLIED,1.45,REJECTED,0,31,Poor,0,Slow,0,0,90.75,3.0,Rejected,1
6104,CAND006104,38,2025-03-28,COMPANY WEBSITE,INTERVIEW,4.64,REJECTED,0,51,Excellent,0,Slow,1,0,100.0,3.0,Rejected,1
6105,CAND006105,4,2023-06-20,AGENCY,APPLIED,1.66,HOLD,0,9,Poor,1,Fast,0,0,100.0,4.0,On Hold,0
6106,CAND006106,64,2023-05-15,AGENCY,INTERVIEW,4.84,HOLD,0,10,Excellent,1,Fast,1,0,100.0,4.0,On Hold,0
6107,CAND006107,4,2024-07-12,AGENCY,INTERVIEW,4.31,HOLD,0,9,Excellent,1,Fast,1,0,100.0,4.0,On Hold,0
6108,CAND006108,17,2025-11-28,NAUKRI,HIRED,3.29,OFFERED,1,22,Good,0,Normal,0,1,100.0,6.0,Hired,0
6109,CAND006109,29,2023-07-25,LINKEDIN,HIRED,2.22,OFFERED,1,22,Average,0,Normal,0,1,100.0,1.0,Hired,0
6110,CAND006110,99,2023-09-28,LINKEDIN,INTERVIEW,2.39,REJECTED,0,13,Average,1,Fast,0,0,100.0,1.0,Rejected,0
6111,CAND006111,21,2024-09-19,REFERRAL,INTERVIEW,2.21,REJECTED,0,25,Average,0,Normal,0,0,100.0,2.0,Rejected,0
6112,CAND006112,62,2025-02-24,REFERRAL,INTERVIEW,2.64,REJECTED,0,27,Average,0,Normal,0,0,100.0,2.0,Rejected,0
6113,CAND006113,12,2023-06-25,REFERRAL,INTERVIEW,3.06,REJECTED,0,37,Good,0,Slow,0,0,100.0,2.0,Rejected,1
6114,CAND006114,63,2024-05-17,CAMPUS,INTERVIEW,2.1,HOLD,0,35,Average,0,Slow,0,0,96.5,5.0,On Hold,1
6115,CAND006115,18,2025-12-28,COMPANY WEBSITE,APPLIED,1.54,HOLD,0,53,Poor,0,Slow,0,0,70.1,3.0,On Hold,1
6116,CAND006116,54,2023-01-15,AGENCY,HIRED,3.63,OFFERED,1,9,Good,1,Fast,0,1,100.0,4.0,Hired,0
6117,CAND006117,66,2023-02-05,REFERRAL,INTERVIEW,4.78,HOLD,0,35,Excellent,0,Slow,1,0,100.0,2.0,On Hold,1
6118,CAND006118,6,2025-07-27,COMPANY WEBSITE,HIRED,4.35,OFFERED,1,16,Excellent,0,Normal,1,1,100.0,3.0,Hired,0
6119,CAND006119,24,2024-03-18,NAUKRI,APPLIED,1.0,REJECTED,0,44,Poor,0,Slow,0,0,71.0,6.0,Rejected,1
6120,CAND006120,39,2025-03-16,NAUKRI,APPLIED,1.78,HOLD,0,30,Poor,0,Normal,0,0,96.7,6.0,On Hold,0
6121,CAND006121,59,2025-12-22,REFERRAL,HIRED,2.61,OFFERED,1,27,Average,0,Normal,0,1,100.0,2.0,Hired,0
6122,CAND006122,53,2024-11-06,AGENCY,INTERVIEW,4.64,REJECTED,0,34,Excellent,0,Slow,1,0,100.0,4.0,Rejected,1
6123,CAND006123,79,2023-10-15,NAUKRI,INTERVIEW,3.69,REJECTED,0,54,Good,0,Slow,0,0,100.0,6.0,Rejected,1
6124,CAND006124,29,2023-03-04,AGENCY,APPLIED,1.81,REJECTED,0,41,Poor,0,Slow,0,0,86.15,4.0,Rejected,1
6125,CAND006125,45,2025-05-04,REFERRAL,INTERVIEW,4.13,REJECTED,0,48,Excellent,0,Slow,1,0,100.0,2.0,Rejected,1
6126,CAND006126,98,2025-11-05,CAMPUS,INTERVIEW,3.34,REJECTED,0,54,Good,0,Slow,0,0,96.1,5.0,Rejected,1
6127,CAND006127,34,2025-05-31,NAUKRI,INTERVIEW,3.37,HOLD,0,18,Good,0,Normal,0,0,100.0,6.0,On Hold,0
6128,CAND006128,86,2024-11-04,AGENCY,INTERVIEW,3.87,REJECTED,0,35,Good,0,Slow,0,0,100.0,4.0,Rejected,1
6129,CAND006129,37,2023-04-23,COMPANY WEBSITE,HIRED,4.93,OFFERED,1,51,Excellent,0,Slow,1,1,100.0,3.0,Hired,1
6130,CAND006130,69,2024-12-24,REFERRAL,INTERVIEW,2.4,REJECTED,0,7,Average,1,Fast,0,0,100.0,2.0,Rejected,0
6131,CAND006131,45,2024-07-28,AGENCY,HIRED,3.04,OFFERED,1,35,Good,0,Slow,0,1,100.0,4.0,Hired,1
6132,CAND006132,67,2025-03-10,CAMPUS,INTERVIEW,4.08,REJECTED,0,28,Excellent,0,Normal,1,0,100.0,5.0,Rejected,0
6133,CAND006133,87,2023-11-27,NAUKRI,INTERVIEW,2.57,REJECTED,0,32,Average,0,Slow,0,0,100.0,6.0,Rejected,1
6134,CAND006134,98,2024-09-29,NAUKRI,INTERVIEW,3.82,REJECTED,0,32,Good,0,Slow,0,0,100.0,6.0,Rejected,1
6135,CAND006135,45,2023-09-19,REFERRAL,HIRED,4.8,OFFERED,1,43,Excellent,0,Slow,1,1,100.0,2.0,Hired,1
6136,CAND006136,4,2024-11-15,AGENCY,INTERVIEW,4.35,HOLD,0,24,Excellent,0,Normal,1,0,100.0,4.0,On Hold,0
6137,CAND006137,51,2023-05-25,COMPANY WEBSITE,INTERVIEW,4.71,REJECTED,0,47,Excellent,0,Slow,1,0,100.0,3.0,Rejected,1
6138,CAND006138,22,2023-04-20,NAUKRI,INTERVIEW,2.18,REJECTED,0,26,Average,0,Normal,0,0,100.0,6.0,Rejected,0
6139,CAND006139,38,2024-04-05,LINKEDIN,APPLIED,1.39,HOLD,0,23,Poor,0,Normal,0,0,97.85,1.0,On Hold,0
6140,CAND006140,59,2025-06-04,CAMPUS,HIRED,3.4,OFFERED,1,23,Good,0,Normal,0,1,100.0,5.0,Hired,0
6141,CAND006141,50,2023-06-01,NAUKRI,INTERVIEW,2.35,HOLD,0,20,Average,0,Normal,0,0,100.0,6.0,On Hold,0
6142,CAND006142,99,2024-03-20,AGENCY,INTERVIEW,3.51,REJECTED,0,33,Good,0,Slow,0,0,100.0,4.0,Rejected,1
6143,CAND006143,41,2025-01-31,NAUKRI,HIRED,1.26,OFFERED,1,46,Poor,0,Slow,0,1,72.9,6.0,Hired,1
6144,CAND006144,11,2023-07-10,NAUKRI,INTERVIEW,3.87,REJECTED,0,16,Good,0,Normal,0,0,100.0,6.0,Rejected,0
6145,CAND006145,12,2024-04-29,CAMPUS,INTERVIEW,2.24,REJECTED,0,13,Average,1,Fast,0,0,100.0,5.0,Rejected,0
6146,CAND006146,65,2023-10-12,NAUKRI,APPLIED,1.31,HOLD,0,23,Poor,0,Normal,0,0,96.65,6.0,On Hold,0
6147,CAND006147,73,2024-07-28,CAMPUS,HIRED,3.38,OFFERED,1,59,Good,0,Slow,0,1,91.69999999999999,5.0,Hired,1
6148,CAND006148,71,2024-12-28,REFERRAL,INTERVIEW,3.9,REJECTED,0,16,Good,0,Normal,0,0,100.0,2.0,Rejected,0
6149,CAND006149,72,2025-05-10,NAUKRI,HIRED,3.96,OFFERED,1,56,Good,0,Slow,0,1,100.0,6.0,Hired,1
6150,CAND006150,2,2023-08-17,CAMPUS,HIRED,2.43,OFFERED,1,46,Average,0,Slow,0,1,90.45,5.0,Hired,1
6151,CAND006151,51,2023-06-23,REFERRAL,APPLIED,1.07,REJECTED,0,59,Poor,0,Slow,0,0,57.05,2.0,Rejected,1
6152,CAND006152,1,2024-01-09,COMPANY WEBSITE,HIRED,1.89,OFFERED,1,46,Poor,0,Slow,0,1,82.35,3.0,Hired,1
6153,CAND006153,92,2023-05-19,CAMPUS,APPLIED,1.95,REJECTED,0,45,Poor,0,Slow,0,0,84.25,5.0,Rejected,1
6154,CAND006154,53,2023-04-01,CAMPUS,APPLIED,1.52,HOLD,0,7,Poor,1,Fast,0,0,100.0,5.0,On Hold,0
6155,CAND006155,6,2024-06-01,CAMPUS,APPLIED,1.67,REJECTED,0,50,Poor,0,Slow,0,0,75.05,5.0,Rejected,1
6156,CAND006156,72,2023-02-12,REFERRAL,APPLIED,1.69,HOLD,0,37,Poor,0,Slow,0,0,88.35,2.0,On Hold,1
6157,CAND006157,87,2024-03-12,COMPANY WEBSITE,INTERVIEW,2.79,HOLD,0,10,Average,1,Fast,0,0,100.0,3.0,On Hold,0
6158,CAND006158,67,2024-12-20,COMPANY WEBSITE,INTERVIEW,3.64,REJECTED,0,28,Good,0,Normal,0,0,100.0,3.0,Rejected,0
6159,CAND006159,24,2025-10-23,LINKEDIN,HIRED,4.75,OFFERED,1,57,Excellent,0,Slow,1,1,100.0,1.0,Hired,1
6160,CAND006160,35,2025-11-17,LINKEDIN,HIRED,3.01,OFFERED,1,15,Good,1,Fast,0,1,100.0,1.0,Hired,0
6161,CAND006161,15,2023-11-01,AGENCY,INTERVIEW,3.51,REJECTED,0,27,Good,0,Normal,0,0,100.0,4.0,Rejected,0
6162,CAND006162,9,2023-01-14,AGENCY,APPLIED,1.69,REJECTED,0,10,Poor,1,Fast,0,0,100.0,4.0,Rejected,0
6163,CAND006163,76,2025-03-06,REFERRAL,INTERVIEW,3.8,REJECTED,0,36,Good,0,Slow,0,0,100.0,2.0,Rejected,1
6164,CAND006164,17,2024-05-09,REFERRAL,APPLIED,1.32,REJECTED,0,33,Poor,0,Slow,0,0,86.8,2.0,Rejected,1
6165,CAND006165,34,2023-06-24,REFERRAL,INTERVIEW,4.1,HOLD,0,41,Excellent,0,Slow,1,0,100.0,2.0,On Hold,1
6166,CAND006166,16,2024-09-21,COMPANY WEBSITE,INTERVIEW,4.82,HOLD,0,19,Excellent,0,Normal,1,0,100.0,3.0,On Hold,0
6167,CAND006167,32,2024-02-11,LINKEDIN,INTERVIEW,3.38,REJECTED,0,44,Good,0,Slow,0,0,100.0,1.0,Rejected,1
6168,CAND006168,79,2023-11-18,REFERRAL,INTERVIEW,4.09,REJECTED,0,19,Excellent,0,Normal,1,0,100.0,2.0,Rejected,0
6169,CAND006169,8,2025-08-24,LINKEDIN,HIRED,3.98,OFFERED,1,14,Good,1,Fast,0,1,100.0,1.0,Hired,0
6170,CAND006170,37,2023-07-06,LINKEDIN,APPLIED,1.27,HOLD,0,22,Poor,0,Normal,0,0,97.05,1.0,On Hold,0
6171,CAND006171,31,2023-01-15,NAUKRI,INTERVIEW,3.18,HOLD,0,31,Good,0,Slow,0,0,100.0,6.0,On Hold,1
6172,CAND006172,80,2024-11-17,REFERRAL,INTERVIEW,2.51,HOLD,0,49,Average,0,Slow,0,0,88.65,2.0,On Hold,1
6173,CAND006173,3,2024-10-13,LINKEDIN,INTERVIEW,3.79,REJECTED,0,52,Good,0,Slow,0,0,100.0,1.0,Rejected,1
6174,CAND006174,49,2024-06-20,LINKEDIN,HIRED,2.93,OFFERED,1,36,Average,0,Slow,0,1,100.0,1.0,Hired,1
6175,CAND006175,78,2023-03-12,LINKEDIN,INTERVIEW,2.28,HOLD,0,9,Average,1,Fast,0,0,100.0,1.0,On Hold,0
6176,CAND006176,78,2024-07-06,COMPANY WEBSITE,APPLIED,1.4,HOLD,0,30,Poor,0,Normal,0,0,91.0,3.0,On Hold,0
6177,CAND006177,73,2024-05-22,NAUKRI,INTERVIEW,3.93,HOLD,0,13,Good,1,Fast,0,0,100.0,6.0,On Hold,0
6178,CAND006178,60,2025-07-23,LINKEDIN,INTERVIEW,3.93,REJECTED,0,35,Good,0,Slow,0,0,100.0,1.0,Rejected,1
6179,CAND006179,17,2023-11-12,NAUKRI,HIRED,4.96,OFFERED,1,59,Excellent,0,Slow,1,1,100.0,6.0,Hired,1
6180,CAND006180,73,2023-07-05,COMPANY WEBSITE,APPLIED,1.86,HOLD,0,38,Poor,0,Slow,0,0,89.9,3.0,On Hold,1
6181,CAND006181,97,2023-12-21,NAUKRI,INTERVIEW,4.57,REJECTED,0,19,Excellent,0,Normal,1,0,100.0,6.0,Rejected,0
6182,CAND006182,41,2023-07-08,NAUKRI,HIRED,3.16,OFFERED,1,20,Good,0,Normal,0,1,100.0,6.0,Hired,0
6183,CAND006183,35,2023-02-18,AGENCY,INTERVIEW,2.59,REJECTED,0,14,Average,1,Fast,0,0,100.0,4.0,Rejected,0
6184,CAND006184,64,2023-08-17,CAMPUS,INTERVIEW,2.87,HOLD,0,16,Average,0,Normal,0,0,100.0,5.0,On Hold,0
6185,CAND006185,90,2023-07-30,REFERRAL,INTERVIEW,2.65,REJECTED,0,14,Average,1,Fast,0,0,100.0,2.0,Rejected,0
6186,CAND006186,88,2023-07-28,LINKEDIN,INTERVIEW,4.0,HOLD,0,8,Excellent,1,Fast,1,0,100.0,1.0,On Hold,0
6187,CAND006187,33,2023-09-11,LINKEDIN,INTERVIEW,3.06,HOLD,0,30,Good,0,Normal,0,0,100.0,1.0,On Hold,0
6188,CAND006188,68,2025-01-05,REFERRAL,INTERVIEW,2.01,HOLD,0,12,Average,1,Fast,0,0,100.0,2.0,On Hold,0
6189,CAND006189,51,2023-01-12,LINKEDIN,INTERVIEW,4.24,HOLD,0,17,Excellent,0,Normal,1,0,100.0,1.0,On Hold,0
6190,CAND006190,92,2023-01-09,REFERRAL,INTERVIEW,2.78,REJECTED,0,9,Average,1,Fast,0,0,100.0,2.0,Rejected,0
6191,CAND006191,23,2025-03-22,COMPANY WEBSITE,APPLIED,1.04,HOLD,0,29,Poor,0,Normal,0,0,86.6,3.0,On Hold,0
6192,CAND006192,34,2023-08-19,NAUKRI,INTERVIEW,3.76,HOLD,0,48,Good,0,Slow,0,0,100.0,6.0,On Hold,1
6193,CAND006193,90,2025-05-22,REFERRAL,INTERVIEW,4.01,HOLD,0,9,Excellent,1,Fast,1,0,100.0,2.0,On Hold,0
6194,CAND006194,87,2025-02-22,AGENCY,APPLIED,1.08,REJECTED,0,51,Poor,0,Slow,0,0,65.2,4.0,Rejected,1
6195,CAND006195,94,2024-05-04,COMPANY WEBSITE,INTERVIEW,4.88,REJECTED,0,41,Excellent,0,Slow,1,0,100.0,3.0,Rejected,1
6196,CAND006196,83,2025-07-20,REFERRAL,APPLIED,1.02,REJECTED,0,20,Poor,0,Normal,0,0,95.3,2.0,Rejected,0
6197,CAND006197,25,2025-06-25,LINKEDIN,INTERVIEW,4.98,REJECTED,0,43,Excellent,0,Slow,1,0,100.0,1.0,Rejected,1
6198,CAND006198,87,2024-04-07,REFERRAL,INTERVIEW,4.41,REJECTED,0,36,Excellent,0,Slow,1,0,100.0,2.0,Rejected,1
6199,CAND006199,41,2023-04-15,COMPANY WEBSITE,INTERVIEW,2.47,HOLD,0,15,Average,1,Fast,0,0,100.0,3.0,On Hold,0
6200,CAND006200,80,2025-12-16,COMPANY WEBSITE,APPLIED,1.16,REJECTED,0,44,Poor,0,Slow,0,0,73.4,3.0,Rejected,1
6201,CAND006201,75,2023-11-04,NAUKRI,INTERVIEW,2.37,HOLD,0,42,Average,0,Slow,0,0,93.55000000000001,6.0,On Hold,1
6202,CAND006202,8,2023-01-24,LINKEDIN,INTERVIEW,2.67,REJECTED,0,12,Average,1,Fast,0,0,100.0,1.0,Rejected,0
6203,CAND006203,33,2025-06-28,AGENCY,APPLIED,1.45,REJECTED,0,46,Poor,0,Slow,0,0,75.75,4.0,Rejected,1
6204,CAND006204,49,2023-10-26,NAUKRI,INTERVIEW,4.13,HOLD,0,59,Excellent,0,Slow,1,0,100.0,6.0,On Hold,1
6205,CAND006205,30,2023-01-13,NAUKRI,INTERVIEW,3.64,REJECTED,0,46,Good,0,Slow,0,0,100.0,6.0,Rejected,1
6206,CAND006206,58,2025-12-25,LINKEDIN,HIRED,3.61,OFFERED,1,59,Good,0,Slow,0,1,95.15,1.0,Hired,1
6207,CAND006207,75,2025-11-07,LINKEDIN,INTERVIEW,3.34,REJECTED,0,10,Good,1,Fast,0,0,100.0,1.0,Rejected,0
6208,CAND006208,85,2023-11-11,NAUKRI,HIRED,1.69,OFFERED,1,20,Poor,0,Normal,0,1,100.0,6.0,Hired,0
6209,CAND006209,3,2025-01-29,AGENCY,APPLIED,1.55,HOLD,0,47,Poor,0,Slow,0,0,76.25,4.0,On Hold,1
6210,CAND006210,39,2024-09-11,NAUKRI,HIRED,3.81,OFFERED,1,44,Good,0,Slow,0,1,100.0,6.0,Hired,1
6211,CAND006211,26,2023-05-08,AGENCY,INTERVIEW,3.84,HOLD,0,20,Good,0,Normal,0,0,100.0,4.0,On Hold,0
6212,CAND006212,25,2024-09-06,NAUKRI,HIRED,3.09,OFFERED,1,28,Good,0,Normal,0,1,100.0,6.0,Hired,0
6213,CAND006213,18,2024-02-19,REFERRAL,INTERVIEW,4.38,REJECTED,0,13,Excellent,1,Fast,1,0,100.0,2.0,Rejected,0
6214,CAND006214,51,2025-05-11,AGENCY,APPLIED,1.15,HOLD,0,49,Poor,0,Slow,0,0,68.25,4.0,On Hold,1
6215,CAND006215,36,2023-03-28,COMPANY WEBSITE,INTERVIEW,2.32,HOLD,0,12,Average,1,Fast,0,0,100.0,3.0,On Hold,0
6216,CAND006216,15,2023-12-28,REFERRAL,INTERVIEW,2.2,REJECTED,0,19,Average,0,Normal,0,0,100.0,2.0,Rejected,0
6217,CAND006217,90,2024-01-03,COMPANY WEBSITE,INTERVIEW,3.41,REJECTED,0,39,Good,0,Slow,0,0,100.0,3.0,Rejected,1
6218,CAND006218,41,2025-02-25,REFERRAL,APPLIED,1.06,HOLD,0,29,Poor,0,Normal,0,0,86.9,2.0,On Hold,0
6219,CAND006219,71,2024-12-15,REFERRAL,INTERVIEW,3.39,HOLD,0,40,Good,0,Slow,0,0,100.0,2.0,On Hold,1
6220,CAND006220,55,2025-03-21,CAMPUS,HIRED,1.36,OFFERED,1,59,Poor,0,Slow,0,1,61.400000000000006,5.0,Hired,1
6221,CAND006221,64,2025-10-22,LINKEDIN,INTERVIEW,2.2,REJECTED,0,28,Average,0,Normal,0,0,100.0,1.0,Rejected,0
6222,CAND006222,93,2023-06-21,REFERRAL,INTERVIEW,3.56,HOLD,0,58,Good,0,Slow,0,0,95.4,2.0,On Hold,1
6223,CAND006223,85,2025-08-11,REFERRAL,INTERVIEW,4.02,REJECTED,0,20,Excellent,0,Normal,1,0,100.0,2.0,Rejected,0
6224,CAND006224,69,2024-08-13,AGENCY,INTERVIEW,4.28,REJECTED,0,24,Excellent,0,Normal,1,0,100.0,4.0,Rejected,0
6225,CAND006225,52,2024-06-19,REFERRAL,INTERVIEW,2.4,REJECTED,0,36,Average,0,Slow,0,0,100.0,2.0,Rejected,1
6226,CAND006226,13,2024-10-20,CAMPUS,HIRED,4.74,OFFERED,1,19,Excellent,0,Normal,1,1,100.0,5.0,Hired,0
6227,CAND006227,18,2025-12-10,REFERRAL,HIRED,4.95,OFFERED,1,19,Excellent,0,Normal,1,1,100.0,2.0,Hired,0
6228,CAND006228,52,2025-05-07,AGENCY,INTERVIEW,4.42,HOLD,0,21,Excellent,0,Normal,1,0,100.0,4.0,On Hold,0
6229,CAND006229,98,2024-04-09,AGENCY,APPLIED,1.13,HOLD,0,35,Poor,0,Slow,0,0,81.95,4.0,On Hold,1
6230,CAND006230,76,2024-04-29,NAUKRI,INTERVIEW,4.82,REJECTED,0,44,Excellent,0,Slow,1,0,100.0,6.0,Rejected,1
6231,CAND006231,15,2024-09-03,COMPANY WEBSITE,HIRED,4.32,OFFERED,1,25,Excellent,0,Normal,1,1,100.0,3.0,Hired,0
6232,CAND006232,77,2023-01-21,NAUKRI,INTERVIEW,2.04,REJECTED,0,36,Average,0,Slow,0,0,94.6,6.0,Rejected,1
6233,CAND006233,52,2025-02-01,NAUKRI,INTERVIEW,2.98,HOLD,0,30,Average,0,Normal,0,0,100.0,6.0,On Hold,0
6234,CAND006234,27,2025-02-06,COMPANY WEBSITE,HIRED,3.89,OFFERED,1,33,Good,0,Slow,0,1,100.0,3.0,Hired,1
6235,CAND006235,6,2025-12-13,COMPANY WEBSITE,INTERVIEW,4.89,REJECTED,0,41,Excellent,0,Slow,1,0,100.0,3.0,Rejected,1
6236,CAND006236,61,2025-05-19,COMPANY WEBSITE,INTERVIEW,3.23,HOLD,0,37,Good,0,Slow,0,0,100.0,3.0,On Hold,1
6237,CAND006237,53,2023-06-01,NAUKRI,HIRED,2.57,OFFERED,1,15,Average,1,Fast,0,1,100.0,6.0,Hired,0
6238,CAND006238,48,2023-01-28,REFERRAL,APPLIED,1.81,REJECTED,0,38,Poor,0,Slow,0,0,89.15,2.0,Rejected,1
6239,CAND006239,68,2023-06-03,AGENCY,INTERVIEW,4.49,HOLD,0,12,Excellent,1,Fast,1,0,100.0,4.0,On Hold,0
6240,CAND006240,10,2025-01-18,LINKEDIN,INTERVIEW,2.42,REJECTED,0,42,Average,0,Slow,0,0,94.3,1.0,Rejected,1
6241,CAND006241,47,2024-10-17,COMPANY WEBSITE,INTERVIEW,2.95,HOLD,0,54,Average,0,Slow,0,0,90.25,3.0,On Hold,1
6242,CAND006242,34,2025-08-13,CAMPUS,APPLIED,1.12,HOLD,0,26,Poor,0,Normal,0,0,90.8,5.0,On Hold,0
6243,CAND006243,91,2025-06-27,CAMPUS,INTERVIEW,3.7,HOLD,0,35,Good,0,Slow,0,0,100.0,5.0,On Hold,1
6244,CAND006244,88,2025-04-24,REFERRAL,HIRED,2.03,OFFERED,1,9,Average,1,Fast,0,1,100.0,2.0,Hired,0
6245,CAND006245,13,2023-10-14,NAUKRI,INTERVIEW,2.41,HOLD,0,55,Average,0,Slow,0,0,81.15,6.0,On Hold,1
6246,CAND006246,24,2025-12-04,NAUKRI,INTERVIEW,3.64,REJECTED,0,49,Good,0,Slow,0,0,100.0,6.0,Rejected,1
6247,CAND006247,72,2025-05-26,CAMPUS,APPLIED,1.23,REJECTED,0,58,Poor,0,Slow,0,0,60.45,5.0,Rejected,1
6248,CAND006248,95,2024-02-02,LINKEDIN,HIRED,4.79,OFFERED,1,8,Excellent,1,Fast,1,1,100.0,1.0,Hired,0
6249,CAND006249,41,2024-07-01,CAMPUS,HIRED,3.24,OFFERED,1,51,Good,0,Slow,0,1,97.6,5.0,Hired,1
6250,CAND006250,37,2025-09-28,NAUKRI,INTERVIEW,5.0,REJECTED,0,21,Excellent,0,Normal,1,0,100.0,6.0,Rejected,0
6251,CAND006251,68,2023-03-20,COMPANY WEBSITE,INTERVIEW,4.98,REJECTED,0,20,Excellent,0,Normal,1,0,100.0,3.0,Rejected,0
6252,CAND006252,9,2023-09-10,REFERRAL,HIRED,1.2,OFFERED,1,9,Poor,1,Fast,0,1,100.0,2.0,Hired,0
6253,CAND006253,13,2024-06-08,NAUKRI,INTERVIEW,2.41,HOLD,0,48,Average,0,Slow,0,0,88.15,6.0,On Hold,1
6254,CAND006254,56,2024-07-12,REFERRAL,APPLIED,1.68,HOLD,0,25,Poor,0,Normal,0,0,100.0,2.0,On Hold,0
6255,CAND006255,20,2024-01-19,LINKEDIN,APPLIED,1.6,REJECTED,0,55,Poor,0,Slow,0,0,69.0,1.0,Rejected,1
6256,CAND006256,28,2025-11-22,CAMPUS,INTERVIEW,3.67,HOLD,0,58,Good,0,Slow,0,0,97.05,5.0,On Hold,1
6257,CAND006257,76,2024-01-12,LINKEDIN,INTERVIEW,3.58,HOLD,0,42,Good,0,Slow,0,0,100.0,1.0,On Hold,1
6258,CAND006258,27,2023-10-07,LINKEDIN,INTERVIEW,2.31,HOLD,0,24,Average,0,Normal,0,0,100.0,1.0,On Hold,0
6259,CAND006259,71,2025-06-08,NAUKRI,INTERVIEW,4.82,REJECTED,0,57,Excellent,0,Slow,1,0,100.0,6.0,Rejected,1
6260,CAND006260,15,2024-11-26,LINKEDIN,HIRED,1.66,OFFERED,1,55,Poor,0,Slow,0,1,69.9,1.0,Hired,1
6261,CAND006261,44,2023-09-14,LINKEDIN,INTERVIEW,3.29,REJECTED,0,28,Good,0,Normal,0,0,100.0,1.0,Rejected,0
6262,CAND006262,98,2023-08-21,CAMPUS,HIRED,2.51,OFFERED,1,53,Average,0,Slow,0,1,84.65,5.0,Hired,1
6263,CAND006263,34,2025-08-16,COMPANY WEBSITE,APPLIED,1.09,HOLD,0,56,Poor,0,Slow,0,0,60.35,3.0,On Hold,1
6264,CAND006264,69,2023-05-19,CAMPUS,INTERVIEW,4.55,REJECTED,0,19,Excellent,0,Normal,1,0,100.0,5.0,Rejected,0
6265,CAND006265,67,2023-08-14,AGENCY,INTERVIEW,3.96,REJECTED,0,42,Good,0,Slow,0,0,100.0,4.0,Rejected,1
6266,CAND006266,78,2023-11-23,COMPANY WEBSITE,INTERVIEW,3.66,HOLD,0,37,Good,0,Slow,0,0,100.0,3.0,On Hold,1
6267,CAND006267,79,2025-09-30,AGENCY,INTERVIEW,4.59,REJECTED,0,59,Excellent,0,Slow,1,0,100.0,4.0,Rejected,1
